1709124507.476734 server started (31581): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1709124507.476760 on Linux 6.6.16-2-MANJARO #1 SMP PREEMPT_DYNAMIC Sat Feb 10 09:40:02 UTC 2024
1709124507.476766 using libevent 2.1.12-stable poll
1709124507.476767 using ncurses 6.4 20230520
1709124507.489578 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1709124507.489580 cmd_parse_build_commands: command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1709124507.489581 args_parse_flags: next -Tcopy-mode-vi
1709124507.489581 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489582 args_parse_flags: next 5
1709124507.489582 args_parse: flags end at 2 of 4
1709124507.489583 args_parse: 2 = 5 (type STRING)
1709124507.489585 args_parse: 3 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1709124507.489587 cmd_parse_build_commands: bind-key -T copy-mode-vi 5 { command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } }
1709124507.489588 cmdq_get_command: [bind-key/0x55bdeac3b310] group 2140
1709124507.489589 cmdq_append <global>: [bind-key/0x55bdeac3b310]
1709124507.489590 yylex_token: end at WS
1709124507.489591 yylex_token: bind
1709124507.489591 yylex_token: end at WS
1709124507.489592 yylex_token: -Tcopy-mode-vi
1709124507.489592 yylex_token: end at WS
1709124507.489593 yylex_token: 6
1709124507.489593 yylex_token: end at WS
1709124507.489594 yylex_token: command-prompt
1709124507.489595 yylex_token: end at WS
1709124507.489595 yylex_token: -Np(repeat)
1709124507.489596 yylex_token: end at WS
1709124507.489597 yylex_token: -I6
1709124507.489598 yylex_token: end at WS
1709124507.489599 yylex_token: send
1709124507.489600 yylex_token: end at WS
1709124507.489601 yylex_token: -N
1709124507.489602 yylex_token: end at WS
1709124507.489602 yylex_token: %%
1709124507.489604 cmd_parse_build_commands 0:0: bind
1709124507.489605 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489606 cmd_parse_build_commands 0:2: 6
1709124507.489607 cmd_parse_build_commands 0:3 0:0: command-prompt
1709124507.489608 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1709124507.489609 cmd_parse_build_commands 0:3 0:2: -I6
1709124507.489610 cmd_parse_build_commands 0:3 0:3 0:0: send
1709124507.489610 cmd_parse_build_commands 0:3 0:3 0:1: -N
1709124507.489611 cmd_parse_build_commands 0:3 0:3 0:2: %%
1709124507.489612 cmd_parse_build_commands 0:0: command-prompt
1709124507.489613 cmd_parse_build_commands 0:1: -Np(repeat)
1709124507.489614 cmd_parse_build_commands 0:2: -I6
1709124507.489615 cmd_parse_build_commands 0:3 0:0: send
1709124507.489616 cmd_parse_build_commands 0:3 0:1: -N
1709124507.489617 cmd_parse_build_commands 0:3 0:2: %%
1709124507.489618 cmd_parse_build_commands 0:0: send
1709124507.489619 cmd_parse_build_commands 0:1: -N
1709124507.489619 cmd_parse_build_commands 0:2: %%
1709124507.489621 args_parse_flags: next -N
1709124507.489622 args_parse_flag_argument: -N = %%
1709124507.489623 args_parse: flags end at 3 of 3
1709124507.489624 cmd_parse_build_commands: send-keys -N "%%"
1709124507.489627 args_parse_flags: next -Np(repeat)
1709124507.489627 args_parse_flags: -N
1709124507.489628 args_parse_flag_argument: -p = (repeat)
1709124507.489629 args_parse_flags: next -I6
1709124507.489629 args_parse_flag_argument: -I = 6
1709124507.489630 args_parse: flags end at 3 of 4
1709124507.489632 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1709124507.489634 cmd_parse_build_commands: command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1709124507.489635 args_parse_flags: next -Tcopy-mode-vi
1709124507.489636 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489637 args_parse_flags: next 6
1709124507.489638 args_parse: flags end at 2 of 4
1709124507.489639 args_parse: 2 = 6 (type STRING)
1709124507.489641 args_parse: 3 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1709124507.489645 cmd_parse_build_commands: bind-key -T copy-mode-vi 6 { command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } }
1709124507.489646 cmdq_get_command: [bind-key/0x55bdeac3bdc0] group 2152
1709124507.489647 cmdq_append <global>: [bind-key/0x55bdeac3bdc0]
1709124507.489650 yylex_token: end at WS
1709124507.489652 yylex_token: bind
1709124507.489653 yylex_token: end at WS
1709124507.489653 yylex_token: -Tcopy-mode-vi
1709124507.489654 yylex_token: end at WS
1709124507.489654 yylex_token: 7
1709124507.489655 yylex_token: end at WS
1709124507.489656 yylex_token: command-prompt
1709124507.489656 yylex_token: end at WS
1709124507.489657 yylex_token: -Np(repeat)
1709124507.489657 yylex_token: end at WS
1709124507.489658 yylex_token: -I7
1709124507.489659 yylex_token: end at WS
1709124507.489659 yylex_token: send
1709124507.489660 yylex_token: end at WS
1709124507.489660 yylex_token: -N
1709124507.489661 yylex_token: end at WS
1709124507.489661 yylex_token: %%
1709124507.489662 cmd_parse_build_commands 0:0: bind
1709124507.489663 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489663 cmd_parse_build_commands 0:2: 7
1709124507.489664 cmd_parse_build_commands 0:3 0:0: command-prompt
1709124507.489665 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1709124507.489665 cmd_parse_build_commands 0:3 0:2: -I7
1709124507.489666 cmd_parse_build_commands 0:3 0:3 0:0: send
1709124507.489667 cmd_parse_build_commands 0:3 0:3 0:1: -N
1709124507.489667 cmd_parse_build_commands 0:3 0:3 0:2: %%
1709124507.489668 cmd_parse_build_commands 0:0: command-prompt
1709124507.489669 cmd_parse_build_commands 0:1: -Np(repeat)
1709124507.489669 cmd_parse_build_commands 0:2: -I7
1709124507.489670 cmd_parse_build_commands 0:3 0:0: send
1709124507.489670 cmd_parse_build_commands 0:3 0:1: -N
1709124507.489671 cmd_parse_build_commands 0:3 0:2: %%
1709124507.489672 cmd_parse_build_commands 0:0: send
1709124507.489672 cmd_parse_build_commands 0:1: -N
1709124507.489673 cmd_parse_build_commands 0:2: %%
1709124507.489674 args_parse_flags: next -N
1709124507.489675 args_parse_flag_argument: -N = %%
1709124507.489675 args_parse: flags end at 3 of 3
1709124507.489676 cmd_parse_build_commands: send-keys -N "%%"
1709124507.489677 args_parse_flags: next -Np(repeat)
1709124507.489677 args_parse_flags: -N
1709124507.489678 args_parse_flag_argument: -p = (repeat)
1709124507.489678 args_parse_flags: next -I7
1709124507.489679 args_parse_flag_argument: -I = 7
1709124507.489679 args_parse: flags end at 3 of 4
1709124507.489681 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1709124507.489683 cmd_parse_build_commands: command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1709124507.489683 args_parse_flags: next -Tcopy-mode-vi
1709124507.489684 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489684 args_parse_flags: next 7
1709124507.489685 args_parse: flags end at 2 of 4
1709124507.489685 args_parse: 2 = 7 (type STRING)
1709124507.489687 args_parse: 3 = command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1709124507.489689 cmd_parse_build_commands: bind-key -T copy-mode-vi 7 { command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } }
1709124507.489691 cmdq_get_command: [bind-key/0x55bdeac3c8b0] group 2164
1709124507.489692 cmdq_append <global>: [bind-key/0x55bdeac3c8b0]
1709124507.489693 yylex_token: end at WS
1709124507.489694 yylex_token: bind
1709124507.489695 yylex_token: end at WS
1709124507.489695 yylex_token: -Tcopy-mode-vi
1709124507.489696 yylex_token: end at WS
1709124507.489696 yylex_token: 8
1709124507.489697 yylex_token: end at WS
1709124507.489697 yylex_token: command-prompt
1709124507.489698 yylex_token: end at WS
1709124507.489699 yylex_token: -Np(repeat)
1709124507.489699 yylex_token: end at WS
1709124507.489700 yylex_token: -I8
1709124507.489700 yylex_token: end at WS
1709124507.489701 yylex_token: send
1709124507.489701 yylex_token: end at WS
1709124507.489702 yylex_token: -N
1709124507.489703 yylex_token: end at WS
1709124507.489703 yylex_token: %%
1709124507.489704 cmd_parse_build_commands 0:0: bind
1709124507.489705 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489705 cmd_parse_build_commands 0:2: 8
1709124507.489706 cmd_parse_build_commands 0:3 0:0: command-prompt
1709124507.489707 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1709124507.489707 cmd_parse_build_commands 0:3 0:2: -I8
1709124507.489708 cmd_parse_build_commands 0:3 0:3 0:0: send
1709124507.489709 cmd_parse_build_commands 0:3 0:3 0:1: -N
1709124507.489709 cmd_parse_build_commands 0:3 0:3 0:2: %%
1709124507.489710 cmd_parse_build_commands 0:0: command-prompt
1709124507.489710 cmd_parse_build_commands 0:1: -Np(repeat)
1709124507.489711 cmd_parse_build_commands 0:2: -I8
1709124507.489712 cmd_parse_build_commands 0:3 0:0: send
1709124507.489712 cmd_parse_build_commands 0:3 0:1: -N
1709124507.489713 cmd_parse_build_commands 0:3 0:2: %%
1709124507.489714 cmd_parse_build_commands 0:0: send
1709124507.489714 cmd_parse_build_commands 0:1: -N
1709124507.489715 cmd_parse_build_commands 0:2: %%
1709124507.489716 args_parse_flags: next -N
1709124507.489716 args_parse_flag_argument: -N = %%
1709124507.489717 args_parse: flags end at 3 of 3
1709124507.489718 cmd_parse_build_commands: send-keys -N "%%"
1709124507.489718 args_parse_flags: next -Np(repeat)
1709124507.489719 args_parse_flags: -N
1709124507.489720 args_parse_flag_argument: -p = (repeat)
1709124507.489720 args_parse_flags: next -I8
1709124507.489721 args_parse_flag_argument: -I = 8
1709124507.489721 args_parse: flags end at 3 of 4
1709124507.489722 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1709124507.489724 cmd_parse_build_commands: command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1709124507.489725 args_parse_flags: next -Tcopy-mode-vi
1709124507.489726 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489726 args_parse_flags: next 8
1709124507.489727 args_parse: flags end at 2 of 4
1709124507.489727 args_parse: 2 = 8 (type STRING)
1709124507.489729 args_parse: 3 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1709124507.489731 cmd_parse_build_commands: bind-key -T copy-mode-vi 8 { command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } }
1709124507.489732 cmdq_get_command: [bind-key/0x55bdeac3cfa0] group 2176
1709124507.489733 cmdq_append <global>: [bind-key/0x55bdeac3cfa0]
1709124507.489734 yylex_token: end at WS
1709124507.489734 yylex_token: bind
1709124507.489735 yylex_token: end at WS
1709124507.489736 yylex_token: -Tcopy-mode-vi
1709124507.489736 yylex_token: end at WS
1709124507.489737 yylex_token: 9
1709124507.489737 yylex_token: end at WS
1709124507.489738 yylex_token: command-prompt
1709124507.489739 yylex_token: end at WS
1709124507.489739 yylex_token: -Np(repeat)
1709124507.489740 yylex_token: end at WS
1709124507.489740 yylex_token: -I9
1709124507.489741 yylex_token: end at WS
1709124507.489741 yylex_token: send
1709124507.489742 yylex_token: end at WS
1709124507.489742 yylex_token: -N
1709124507.489743 yylex_token: end at WS
1709124507.489743 yylex_token: %%
1709124507.489744 cmd_parse_build_commands 0:0: bind
1709124507.489745 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489746 cmd_parse_build_commands 0:2: 9
1709124507.489746 cmd_parse_build_commands 0:3 0:0: command-prompt
1709124507.489747 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1709124507.489749 cmd_parse_build_commands 0:3 0:2: -I9
1709124507.489749 cmd_parse_build_commands 0:3 0:3 0:0: send
1709124507.489750 cmd_parse_build_commands 0:3 0:3 0:1: -N
1709124507.489750 cmd_parse_build_commands 0:3 0:3 0:2: %%
1709124507.489751 cmd_parse_build_commands 0:0: command-prompt
1709124507.489752 cmd_parse_build_commands 0:1: -Np(repeat)
1709124507.489752 cmd_parse_build_commands 0:2: -I9
1709124507.489753 cmd_parse_build_commands 0:3 0:0: send
1709124507.489754 cmd_parse_build_commands 0:3 0:1: -N
1709124507.489754 cmd_parse_build_commands 0:3 0:2: %%
1709124507.489755 cmd_parse_build_commands 0:0: send
1709124507.489755 cmd_parse_build_commands 0:1: -N
1709124507.489756 cmd_parse_build_commands 0:2: %%
1709124507.489757 args_parse_flags: next -N
1709124507.489758 args_parse_flag_argument: -N = %%
1709124507.489758 args_parse: flags end at 3 of 3
1709124507.489759 cmd_parse_build_commands: send-keys -N "%%"
1709124507.489760 args_parse_flags: next -Np(repeat)
1709124507.489760 args_parse_flags: -N
1709124507.489761 args_parse_flag_argument: -p = (repeat)
1709124507.489761 args_parse_flags: next -I9
1709124507.489762 args_parse_flag_argument: -I = 9
1709124507.489762 args_parse: flags end at 3 of 4
1709124507.489764 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1709124507.489766 cmd_parse_build_commands: command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1709124507.489766 args_parse_flags: next -Tcopy-mode-vi
1709124507.489767 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489767 args_parse_flags: next 9
1709124507.489768 args_parse: flags end at 2 of 4
1709124507.489768 args_parse: 2 = 9 (type STRING)
1709124507.489770 args_parse: 3 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1709124507.489772 cmd_parse_build_commands: bind-key -T copy-mode-vi 9 { command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } }
1709124507.489773 cmdq_get_command: [bind-key/0x55bdeac3c770] group 2188
1709124507.489774 cmdq_append <global>: [bind-key/0x55bdeac3c770]
1709124507.489776 yylex_token: end at WS
1709124507.489776 yylex_token: bind
1709124507.489777 yylex_token: end at WS
1709124507.489778 yylex_token: -Tcopy-mode-vi
1709124507.489778 yylex_token: end at WS
1709124507.489779 yylex_token: :
1709124507.489779 yylex_token: end at WS
1709124507.489780 yylex_token: command-prompt
1709124507.489781 yylex_token: end at WS
1709124507.489781 yylex_token: -p(goto line)
1709124507.489782 yylex_token: end at WS
1709124507.489782 yylex_token: send
1709124507.489783 yylex_token: end at WS
1709124507.489783 yylex_token: -X
1709124507.489784 yylex_token: end at WS
1709124507.489785 yylex_token: goto-line
1709124507.489785 yylex_token: end at WS
1709124507.489786 yylex_token: %%
1709124507.489787 cmd_parse_build_commands 0:0: bind
1709124507.489787 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489788 cmd_parse_build_commands 0:2: :
1709124507.489789 cmd_parse_build_commands 0:3 0:0: command-prompt
1709124507.489789 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1709124507.489790 cmd_parse_build_commands 0:3 0:2 0:0: send
1709124507.489791 cmd_parse_build_commands 0:3 0:2 0:1: -X
1709124507.489791 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1709124507.489792 cmd_parse_build_commands 0:3 0:2 0:3: %%
1709124507.489793 cmd_parse_build_commands 0:0: command-prompt
1709124507.489794 cmd_parse_build_commands 0:1: -p(goto line)
1709124507.489794 cmd_parse_build_commands 0:2 0:0: send
1709124507.489795 cmd_parse_build_commands 0:2 0:1: -X
1709124507.489795 cmd_parse_build_commands 0:2 0:2: goto-line
1709124507.489796 cmd_parse_build_commands 0:2 0:3: %%
1709124507.489797 cmd_parse_build_commands 0:0: send
1709124507.489797 cmd_parse_build_commands 0:1: -X
1709124507.489798 cmd_parse_build_commands 0:2: goto-line
1709124507.489798 cmd_parse_build_commands 0:3: %%
1709124507.489800 args_parse_flags: next -X
1709124507.489800 args_parse_flags: -X
1709124507.489801 args_parse_flags: next goto-line
1709124507.489801 args_parse: flags end at 2 of 4
1709124507.489803 args_parse: 2 = goto-line (type STRING)
1709124507.489804 args_parse: 3 = %% (type STRING)
1709124507.489805 cmd_parse_build_commands: send-keys -X goto-line "%%"
1709124507.489806 args_parse_flags: next -p(goto line)
1709124507.489807 args_parse_flag_argument: -p = (goto line)
1709124507.489807 args_parse: flags end at 2 of 3
1709124507.489809 args_parse: 2 = send-keys -X goto-line "%%" (type COMMANDS)
1709124507.489811 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1709124507.489812 args_parse_flags: next -Tcopy-mode-vi
1709124507.489812 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489813 args_parse_flags: next :
1709124507.489813 args_parse: flags end at 2 of 4
1709124507.489814 args_parse: 2 = : (type STRING)
1709124507.489816 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } (type COMMANDS)
1709124507.489819 cmd_parse_build_commands: bind-key -T copy-mode-vi : { command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } }
1709124507.489820 cmdq_get_command: [bind-key/0x55bdeac3d500] group 2200
1709124507.489820 cmdq_append <global>: [bind-key/0x55bdeac3d500]
1709124507.489822 yylex_token: end at WS
1709124507.489822 yylex_token: bind
1709124507.489823 yylex_token: end at WS
1709124507.489823 yylex_token: -Tcopy-mode-vi
1709124507.489824 yylex_token: end at WS
1709124507.489824 yylex_token: ;
1709124507.489825 yylex_token: end at WS
1709124507.489825 yylex_token: send
1709124507.489826 yylex_token: end at WS
1709124507.489826 yylex_token: -X
1709124507.489827 yylex_token: end at WS
1709124507.489828 yylex_token: jump-again
1709124507.489829 cmd_parse_build_commands 0:0: bind
1709124507.489829 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489830 cmd_parse_build_commands 0:2: ;
1709124507.489830 cmd_parse_build_commands 0:3 0:0: send
1709124507.489831 cmd_parse_build_commands 0:3 0:1: -X
1709124507.489832 cmd_parse_build_commands 0:3 0:2: jump-again
1709124507.489832 cmd_parse_build_commands 0:0: send
1709124507.489833 cmd_parse_build_commands 0:1: -X
1709124507.489834 cmd_parse_build_commands 0:2: jump-again
1709124507.489835 args_parse_flags: next -X
1709124507.489835 args_parse_flags: -X
1709124507.489836 args_parse_flags: next jump-again
1709124507.489836 args_parse: flags end at 2 of 3
1709124507.489837 args_parse: 2 = jump-again (type STRING)
1709124507.489838 cmd_parse_build_commands: send-keys -X jump-again
1709124507.489839 args_parse_flags: next -Tcopy-mode-vi
1709124507.489840 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489840 args_parse_flags: next ;
1709124507.489841 args_parse: flags end at 2 of 4
1709124507.489841 args_parse: 2 = ; (type STRING)
1709124507.489842 args_parse: 3 = send-keys -X jump-again (type COMMANDS)
1709124507.489844 cmd_parse_build_commands: bind-key -T copy-mode-vi \\; { send-keys -X jump-again }
1709124507.489845 cmdq_get_command: [bind-key/0x55bdeac3df00] group 2212
1709124507.489846 cmdq_append <global>: [bind-key/0x55bdeac3df00]
1709124507.489847 yylex_token: end at WS
1709124507.489847 yylex_token: bind
1709124507.489848 yylex_token: end at WS
1709124507.489849 yylex_token: -Tcopy-mode-vi
1709124507.489849 yylex_token: end at WS
1709124507.489850 yylex_token: ?
1709124507.489850 yylex_token: end at WS
1709124507.489851 yylex_token: command-prompt
1709124507.489851 yylex_token: end at WS
1709124507.489852 yylex_token: -T
1709124507.489853 yylex_token: end at WS
1709124507.489853 yylex_token: search
1709124507.489854 yylex_token: end at WS
1709124507.489854 yylex_token: -p(search up)
1709124507.489855 yylex_token: end at WS
1709124507.489855 yylex_token: send
1709124507.489856 yylex_token: end at WS
1709124507.489857 yylex_token: -X
1709124507.489857 yylex_token: end at WS
1709124507.489858 yylex_token: search-backward
1709124507.489859 yylex_token: end at WS
1709124507.489859 yylex_token: %%
1709124507.489860 cmd_parse_build_commands 0:0: bind
1709124507.489861 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489861 cmd_parse_build_commands 0:2: ?
1709124507.489864 cmd_parse_build_commands 0:3 0:0: command-prompt
1709124507.489864 cmd_parse_build_commands 0:3 0:1: -T
1709124507.489865 cmd_parse_build_commands 0:3 0:2: search
1709124507.489866 cmd_parse_build_commands 0:3 0:3: -p(search up)
1709124507.489867 cmd_parse_build_commands 0:3 0:4 0:0: send
1709124507.489867 cmd_parse_build_commands 0:3 0:4 0:1: -X
1709124507.489868 cmd_parse_build_commands 0:3 0:4 0:2: search-backward
1709124507.489869 cmd_parse_build_commands 0:3 0:4 0:3: %%
1709124507.489869 cmd_parse_build_commands 0:0: command-prompt
1709124507.489870 cmd_parse_build_commands 0:1: -T
1709124507.489871 cmd_parse_build_commands 0:2: search
1709124507.489871 cmd_parse_build_commands 0:3: -p(search up)
1709124507.489872 cmd_parse_build_commands 0:4 0:0: send
1709124507.489872 cmd_parse_build_commands 0:4 0:1: -X
1709124507.489873 cmd_parse_build_commands 0:4 0:2: search-backward
1709124507.489874 cmd_parse_build_commands 0:4 0:3: %%
1709124507.489875 cmd_parse_build_commands 0:0: send
1709124507.489875 cmd_parse_build_commands 0:1: -X
1709124507.489876 cmd_parse_build_commands 0:2: search-backward
1709124507.489876 cmd_parse_build_commands 0:3: %%
1709124507.489878 args_parse_flags: next -X
1709124507.489878 args_parse_flags: -X
1709124507.489879 args_parse_flags: next search-backward
1709124507.489879 args_parse: flags end at 2 of 4
1709124507.489880 args_parse: 2 = search-backward (type STRING)
1709124507.489881 args_parse: 3 = %% (type STRING)
1709124507.489882 cmd_parse_build_commands: send-keys -X search-backward "%%"
1709124507.489883 args_parse_flags: next -T
1709124507.489883 args_parse_flag_argument: -T = search
1709124507.489884 args_parse_flags: next -p(search up)
1709124507.489885 args_parse_flag_argument: -p = (search up)
1709124507.489885 args_parse: flags end at 4 of 5
1709124507.489887 args_parse: 4 = send-keys -X search-backward "%%" (type COMMANDS)
1709124507.489889 cmd_parse_build_commands: command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" }
1709124507.489890 args_parse_flags: next -Tcopy-mode-vi
1709124507.489890 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489891 args_parse_flags: next ?
1709124507.489891 args_parse: flags end at 2 of 4
1709124507.489892 args_parse: 2 = ? (type STRING)
1709124507.489894 args_parse: 3 = command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" } (type COMMANDS)
1709124507.489897 cmd_parse_build_commands: bind-key -T copy-mode-vi ? { command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" } }
1709124507.489898 cmdq_get_command: [bind-key/0x55bdeac3e560] group 2220
1709124507.489899 cmdq_append <global>: [bind-key/0x55bdeac3e560]
1709124507.489901 yylex_token: end at WS
1709124507.489902 yylex_token: bind
1709124507.489902 yylex_token: end at WS
1709124507.489903 yylex_token: -Tcopy-mode-vi
1709124507.489904 yylex_token: end at WS
1709124507.489904 yylex_token: A
1709124507.489905 yylex_token: end at WS
1709124507.489905 yylex_token: send
1709124507.489906 yylex_token: end at WS
1709124507.489906 yylex_token: -X
1709124507.489907 yylex_token: end at WS
1709124507.489908 yylex_token: append-selection-and-cancel
1709124507.489909 cmd_parse_build_commands 0:0: bind
1709124507.489909 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489910 cmd_parse_build_commands 0:2: A
1709124507.489911 cmd_parse_build_commands 0:3 0:0: send
1709124507.489911 cmd_parse_build_commands 0:3 0:1: -X
1709124507.489912 cmd_parse_build_commands 0:3 0:2: append-selection-and-cancel
1709124507.489913 cmd_parse_build_commands 0:0: send
1709124507.489913 cmd_parse_build_commands 0:1: -X
1709124507.489914 cmd_parse_build_commands 0:2: append-selection-and-cancel
1709124507.489915 args_parse_flags: next -X
1709124507.489916 args_parse_flags: -X
1709124507.489916 args_parse_flags: next append-selection-and-cancel
1709124507.489917 args_parse: flags end at 2 of 3
1709124507.489918 args_parse: 2 = append-selection-and-cancel (type STRING)
1709124507.489919 cmd_parse_build_commands: send-keys -X append-selection-and-cancel
1709124507.489921 args_parse_flags: next -Tcopy-mode-vi
1709124507.489922 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489922 args_parse_flags: next A
1709124507.489923 args_parse: flags end at 2 of 4
1709124507.489923 args_parse: 2 = A (type STRING)
1709124507.489925 args_parse: 3 = send-keys -X append-selection-and-cancel (type COMMANDS)
1709124507.489927 cmd_parse_build_commands: bind-key -T copy-mode-vi A { send-keys -X append-selection-and-cancel }
1709124507.489928 cmdq_get_command: [bind-key/0x55bdeac3ec80] group 2232
1709124507.489929 cmdq_append <global>: [bind-key/0x55bdeac3ec80]
1709124507.489930 yylex_token: end at WS
1709124507.489930 yylex_token: bind
1709124507.489931 yylex_token: end at WS
1709124507.489932 yylex_token: -Tcopy-mode-vi
1709124507.489932 yylex_token: end at WS
1709124507.489933 yylex_token: B
1709124507.489933 yylex_token: end at WS
1709124507.489934 yylex_token: send
1709124507.489934 yylex_token: end at WS
1709124507.489935 yylex_token: -X
1709124507.489935 yylex_token: end at WS
1709124507.489936 yylex_token: previous-space
1709124507.489937 cmd_parse_build_commands 0:0: bind
1709124507.489938 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489938 cmd_parse_build_commands 0:2: B
1709124507.489939 cmd_parse_build_commands 0:3 0:0: send
1709124507.489940 cmd_parse_build_commands 0:3 0:1: -X
1709124507.489940 cmd_parse_build_commands 0:3 0:2: previous-space
1709124507.489941 cmd_parse_build_commands 0:0: send
1709124507.489942 cmd_parse_build_commands 0:1: -X
1709124507.489942 cmd_parse_build_commands 0:2: previous-space
1709124507.489943 args_parse_flags: next -X
1709124507.489944 args_parse_flags: -X
1709124507.489945 args_parse_flags: next previous-space
1709124507.489945 args_parse: flags end at 2 of 3
1709124507.489946 args_parse: 2 = previous-space (type STRING)
1709124507.489947 cmd_parse_build_commands: send-keys -X previous-space
1709124507.489948 args_parse_flags: next -Tcopy-mode-vi
1709124507.489948 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489949 args_parse_flags: next B
1709124507.489950 args_parse: flags end at 2 of 4
1709124507.489950 args_parse: 2 = B (type STRING)
1709124507.489951 args_parse: 3 = send-keys -X previous-space (type COMMANDS)
1709124507.489953 cmd_parse_build_commands: bind-key -T copy-mode-vi B { send-keys -X previous-space }
1709124507.489955 cmdq_get_command: [bind-key/0x55bdeac3e400] group 2240
1709124507.489955 cmdq_append <global>: [bind-key/0x55bdeac3e400]
1709124507.489956 yylex_token: end at WS
1709124507.489957 yylex_token: bind
1709124507.489957 yylex_token: end at WS
1709124507.489958 yylex_token: -Tcopy-mode-vi
1709124507.489958 yylex_token: end at WS
1709124507.489959 yylex_token: D
1709124507.489959 yylex_token: end at WS
1709124507.489960 yylex_token: send
1709124507.489961 yylex_token: end at WS
1709124507.489961 yylex_token: -X
1709124507.489962 yylex_token: end at WS
1709124507.489963 yylex_token: copy-pipe-end-of-line-and-cancel
1709124507.489964 cmd_parse_build_commands 0:0: bind
1709124507.489964 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1709124507.489965 cmd_parse_build_commands 0:2: D
1709124507.489965 cmd_parse_build_commands 0:3 0:0: send
1709124507.489966 cmd_parse_build_commands 0:3 0:1: -X
1709124507.489967 cmd_parse_build_commands 0:3 0:2: copy-pipe-end-of-line-and-cancel
1709124507.489968 cmd_parse_build_commands 0:0: send
1709124507.489968 cmd_parse_build_commands 0:1: -X
1709124507.489969 cmd_parse_build_commands 0:2: copy-pipe-end-of-line-and-cancel
1709124507.489970 args_parse_flags: next -X
1709124507.489971 args_parse_flags: -X
1709124507.489971 args_parse_flags: next copy-pipe-end-of-line-and-cancel
1709124507.489972 args_parse: flags end at 2 of 3
1709124507.489973 args_parse: 2 = copy-pipe-end-of-line-and-cancel (type STRING)
1709124507.489974 cmd_parse_build_commands: send-keys -X copy-pipe-end-of-line-and-cancel
1709124507.489975 args_parse_flags: next -Tcopy-mode-vi
1709124507.489976 args_parse_flag_argument: -T = copy-mode-vi
1709124507.489976 args_parse_flags: next D
1709124507.489978 args_parse: flags end at 2 of 4
